Freq.	V(i_sns_pga)	V(v_sns_pga)
1.14815362149690e+05	(5.78387306777255e+00dB,8.76824834144159e+01°)	(-2.09829835767056e+01dB,-1.66101515151658e+02°)
1.20226443461743e+05	(5.74009291188115e+00dB,8.20552549341265e+01°)	(-2.15697761670981e+01dB,-1.70624669316839e+02°)
1.25892541179419e+05	(5.67305450692818e+00dB,7.61713881679548e+01°)	(-2.21934031878110e+01dB,-1.75296174696561e+02°)
1.31825673855643e+05	(5.58117277810548e+00dB,7.00366627404187e+01°)	(-2.28566726651549e+01dB,1.79905302426194e+02°)
1.38038426460291e+05	(5.46360932882130e+00dB,6.36573988502426e+01°)	(-2.35617080904169e+01dB,1.75004653431740e+02°)
1.44543977074595e+05	(5.32039825098616e+00dB,5.70384280463210e+01°)	(-2.43097938977900e+01dB,1.70029035183993e+02°)
1.51356124843623e+05	(5.15247995126966e+00dB,5.01804907605109e+01°)	(-2.51012878436728e+01dB,1.65006179981925e+02°)
1.58489319246114e+05	(4.96161020951578e+00dB,4.30772160707838e+01°)	(-2.59356213773674e+01dB,1.59962546144928e+02°)
1.65958690743759e+05	(4.75010957447182e+00dB,3.57118200110692e+01°)	(-2.68113936718153e+01dB,1.54921432111311e+02°)
1.73780082874940e+05	(4.52042040049785e+00dB,2.80537075493150e+01°)	(-2.77265660431271e+01dB,1.49901333307468e+02°)
1.81970085861001e+05	(4.27442259690617e+00dB,2.00552165401713e+01°)	(-2.86787395952248e+01dB,1.44914617415804e+02°)
1.90546071796328e+05	(4.01242910171990e+00dB,1.16488650893908e+01°)	(-2.96655225803852e+01dB,1.39966757438378e+02°)
1.99526231496891e+05	(3.73175158851383e+00dB,2.74592200019021e+00°)	(-3.06849858956437e+01dB,1.35056282112965e+02°)
2.08929613085407e+05	(3.42470255686025e+00dB,-6.76196050101138e+00°)	(-3.17362166831253e+01dB,1.30175939286641e+02°)
2.18776162394959e+05	(3.07600281566964e+00dB,-1.69946939499192e+01°)	(-3.28199383905426e+01dB,1.25315929280259e+02°)
2.29086765276781e+05	(2.65992429523534e+00dB,-2.80638021328181e+01°)	(-3.39390208847684e+01dB,1.20470627784551e+02°)
2.39883291901953e+05	(2.13841115670219e+00dB,-4.00344812920737e+01°)	(-3.50983947274223e+01dB,1.15649717214363e+02°)
2.51188643150962e+05	(1.46279567696999e+00dB,-5.28695116744315e+01°)	(-3.63035186928434e+01dB,1.10891322848175e+02°)
2.63026799189542e+05	(5.82325246148496e-01dB,-6.63735739049354e+01°)	(-3.75568213940802e+01dB,1.06267269408372e+02°)
2.75422870333821e+05	(-5.40307555901144e-01dB,-8.01812355525085e+01°)	(-3.88534660940372e+01dB,1.01865685978480e+02°)
2.88403150312665e+05	(-1.91352995481098e+00dB,-9.38273623768370e+01°)	(-4.01802899898975e+01dB,9.77501959696000e+01°)
3.01995172040207e+05	(-3.51268731760656e+00dB,-1.06878657314845e+02°)	(-4.15204595966148e+01dB,9.39246821116214e+01°)
3.16227766016843e+05	(-5.29056069739180e+00dB,-1.19044729463187e+02°)	(-4.28605634825529e+01dB,9.03354159305230e+01°)
3.31131121482597e+05	(-7.19413786059434e+00dB,-1.30208449964480e+02°)	(-4.41944000339828e+01dB,8.69042620631828e+01°)
3.46736850452537e+05	(-9.17722770476896e+00dB,-1.40387829893832e+02°)	(-4.55220495451233e+01dB,8.35611171465794e+01°)
3.63078054770107e+05	(-1.12054748256533e+01dB,-1.49676761196303e+02°)	(-4.68469298724585e+01dB,8.02578706490465e+01°)
3.80189396320568e+05	(-1.32560039646786e+01dB,-1.58197236088672e+02°)	(-4.81733456079472e+01dB,7.69675510133130e+01°)
3.98107170553504e+05	(-1.53148976555799e+01dB,-1.66071132096193e+02°)	(-4.95052142585470e+01dB,7.36780300380893e+01°)
4.16869383470342e+05	(-1.73744706978805e+01dB,-1.73407279577669e+02°)	(-5.08456542721302e+01dB,7.03859720607305e+01°)
4.36515832240173e+05	(-1.94310786886528e+01dB,1.79702534580470e+02°)	(-5.21969887622108e+01dB,6.70926705547963e+01°)
4.57088189614883e+05	(-2.14835683335805e+01dB,1.73183234916322e+02°)	(-5.35608891972157e+01dB,6.38016092394447e+01°)
4.78630092322647e+05	(-2.35322507676006e+01dB,1.66974428490599e+02°)	(-5.49385320309459e+01dB,6.05171755325710e+01°)
5.01187233627281e+05	(-2.55782452113230e+01dB,1.61027966159713e+02°)	(-5.63307261633917e+01dB,5.72440273611041e+01°)
5.24807460249782e+05	(-2.76230702606702e+01dB,1.55305636496096e+02°)	(-5.77380061434961e+01dB,5.39867969704778e+01°)
5.49540873857634e+05	(-2.96683936432629e+01dB,1.49777195975121e+02°)	(-5.91606979327250e+01dB,5.07499772881742e+01°)
5.75439937337167e+05	(-3.17158802394168e+01dB,1.44418737722840e+02°)	(-6.05989608763459e+01dB,4.75378725410609e+01°)
6.02559586074368e+05	(-3.37671051136837e+01dB,1.39211383716429e+02°)	(-6.20528187263962e+01dB,4.43545711803124e+01°)
6.30957344480204e+05	(-3.58235036515693e+01dB,1.34140244592478e+02°)	(-6.35221782655413e+01dB,4.12039416276376e+01°)
6.60693448007608e+05	(-3.78863466891980e+01dB,1.29193579416608e+02°)	(-6.50068444674131e+01dB,3.80896072601686e+01°)
6.91830970918949e+05	(-3.99567302161284e+01dB,1.24362133507269e+02°)	(-6.65065304862695e+01dB,3.50149258737834e+01°)
7.24435960075003e+05	(-4.20355751062931e+01dB,1.19638600373914e+02°)	(-6.80208670348291e+01dB,3.19829574344548e+01°)
7.58577575029197e+05	(-4.41236317148407e+01dB,1.15017186565672e+02°)	(-6.95494103675702e+01dB,2.89964365775074e+01°)
7.94328234724296e+05	(-4.62214890722621e+01dB,1.10493259733268e+02°)	(-7.10916496860216e+01dB,2.60577344312739e+01°)
8.31763771102686e+05	(-4.83295854876335e+01dB,1.06063058773379e+02°)	(-7.26470159508281e+01dB,2.31688303708696e+01°)
8.70963589956096e+05	(-5.04482213800447e+01dB,1.01723453291542e+02°)	(-7.42148892651981e+01dB,2.03312757755169e+01°)
9.12010839355926e+05	(-5.25775719599903e+01dB,9.74717496205567e+01°)	(-7.57946082655506e+01dB,1.75461715934104e+01°)
9.54992586021453e+05	(-5.47177011916326e+01dB,9.33055282510248e+01°)	(-7.73854789919124e+01dB,1.48141481682702e+01°)
1.00000000000002e+06	(-5.68685752963648e+01dB,8.92225104966814e+01°)	(-7.89867840912110e+01dB,1.21353524169431e+01°)
1.04712854805092e+06	(-5.90300775177511e+01dB,8.52204563770093e+01°)	(-8.05977922741077e+01dB,9.50944215384236e+00°)
1.09647819614321e+06	(-6.12020202592099e+01dB,8.12970750442279e+01°)	(-8.22177674691076e+01dB,6.93559110810172e+00°)
1.14815362149690e+06	(-6.33841602042675e+01dB,7.74499645591351e+01°)	(-8.38459780658863e+01dB,4.41249815238848e+00°)
1.20226443461744e+06	(-6.55762096726464e+01dB,7.36765636243196e+01°)	(-8.54817047368536e+01dB,1.93841021556036e+00°)
1.25892541179419e+06	(-6.77778500403347e+01dB,6.99741223467124e+01°)	(-8.71242481465069e+01dB,-4.88848789297559e-01°)
1.31825673855643e+06	(-6.99887425304889e+01dB,6.63396842989263e+01°)	(-8.87729356754424e+01dB,-2.87184873871828e+00°)
1.38038426460291e+06	(-7.22085390723717e+01dB,6.27700850860997e+01°)	(-9.04271267346396e+01dB,-5.21350209055265e+00°)
1.44543977074595e+06	(-7.44368917301212e+01dB,5.92619624374629e+01°)	(-9.20862165904587e+01dB,-7.51703239361640e+00°)
1.51356124843624e+06	(-7.66734607237270e+01dB,5.58117698453879e+01°)	(-9.37496394504872e+01dB,-9.78591547432733e+00°)
1.58489319246114e+06	(-7.89179215872836e+01dB,5.24158108910545e+01°)	(-9.54168693684716e+01dB,-1.20238329422794e+01°)
1.65958690743759e+06	(-8.11699699486056e+01dB,4.90702665973096e+01°)	(-9.70874202714684e+01dB,-1.42346284260352e+01°)
1.73780082874941e+06	(-8.34293258443466e+01dB,4.57712391443236e+01°)	(-9.87608439997217e+01dB,-1.64222539015961e+01°)
1.81970085861002e+06	(-8.56957350197270e+01dB,4.25147922497807e+01°)	(-1.00436727554852e+02dB,-1.85907319103920e+01°)
1.90546071796328e+06	(-8.79689698196307e+01dB,3.92969936722493e+01°)	(-1.02114688690098e+02dB,-2.07441132303597e+01°)
1.99526231496892e+06	(-9.02488271964890e+01dB,3.61139596775535e+01°)	(-1.03794370457772e+02dB,-2.28864516358498e+01°)
2.08929613085408e+06	(-9.25351258908740e+01dB,3.29618936748094e+01°)	(-1.05475435301084e+02dB,-2.50217724280632e+01°)
2.18776162394960e+06	(-9.48277016557526e+01dB,2.98371186610038e+01°)	(-1.07157557683809e+02dB,-2.71540623193056e+01°)
2.29086765276782e+06	(-9.71264010931280e+01dB,2.67361077141603e+01°)	(-1.08840416929394e+02dB,-2.92872617948869e+01°)
2.39883291901954e+06	(-9.94310743663196e+01dB,2.36554989471127e+01°)	(-1.10523689589417e+02dB,-3.14252650474085e+01°)
2.51188643150963e+06	(-1.01741567098672e+02dB,2.05921048633590e+01°)	(-1.12207041718498e+02dB,-3.35719360807604e+01°)
2.63026799189543e+06	(-1.04057711101637e+02dB,1.75429058801726e+01°)	(-1.13890121706985e+02dB,-3.57311278530726e+01°)
2.75422870333822e+06	(-1.06379315371845e+02dB,1.45050323194288e+01°)	(-1.15572553203536e+02dB,-3.79067137609232e+01°)
2.88403150312666e+06	(-1.08706156619101e+02dB,1.14757281528640e+01°)	(-1.17253929577869e+02dB,-4.01026235422060e+01°)
3.01995172040208e+06	(-1.11037970600573e+02dB,8.45230000397909e+00°)	(-1.18933808414750e+02dB,-4.23228910193239e+01°)
3.16227766016844e+06	(-1.13374444011624e+02dB,5.43204159065154e+00°)	(-1.20611707832572e+02dB,-4.45717021076704e+01°)
3.31131121482598e+06	(-1.15715208695816e+02dB,2.41213495520260e+00°)	(-1.22287103759118e+02dB,-4.68534467627452e+01°)
3.46736850452539e+06	(-1.18059839234451e+02dB,-6.10484293746221e-01°)	(-1.23959428701478e+02dB,-4.91727749886779e+01°)
3.63078054770109e+06	(-1.20407857732676e+02dB,-3.63930128066145e+00°)	(-1.25628071409388e+02dB,-5.15346467184374e+01°)
3.80189396320569e+06	(-1.22758752218118e+02dB,-6.67843898865981e+00°)	(-1.27292377535639e+02dB,-5.39443773620175e+01°)
3.98107170553505e+06	(-1.25112020366304e+02dB,-9.73288853002764e+00°)	(-1.28951650019401e+02dB,-5.64076798781991e+01°)
4.16869383470344e+06	(-1.27467254447171e+02dB,-1.28086379023219e+01°)	(-1.30605147661485e+02dB,-5.89306965428406e+01°)
4.36515832240175e+06	(-1.29824274078717e+02dB,-1.59123994941260e+01°)	(-1.32252080452049e+02dB,-6.15200510008813e+01°)
4.57088189614884e+06	(-1.32183262824710e+02dB,-1.90504426073828e+01°)	(-1.33891601410129e+02dB,-6.41829423433997e+01°)
4.78630092322648e+06	(-1.34544750380158e+02dB,-2.22262848436785e+01°)	(-1.35522804948021e+02dB,-6.69273391360495e+01°)
5.01187233627283e+06	(-1.36909221257872e+02dB,-2.54384495801249e+01°)	(-1.37144748709093e+02dB,-6.97622236529799e+01°)
5.24807460249784e+06	(-1.39276426466429e+02dB,-2.86812666491360e+01°)	(-1.38756506040463e+02dB,-7.26976919473619e+01°)
5.49540873857636e+06	(-1.41645024156147e+02dB,-3.19498363757680e+01°)	(-1.40357213709986e+02dB,-7.57447398367789e+01°)
5.75439937337169e+06	(-1.44013017222503e+02dB,-3.52449553626692e+01°)	(-1.41946069042633e+02dB,-7.89149189276313e+01°)
6.02559586074371e+06	(-1.46378529317567e+02dB,-3.85735203141573e+01°)	(-1.43522289026619e+02dB,-8.22202326738544e+01°)
6.30957344480207e+06	(-1.48740217787173e+02dB,-4.19455458932697e+01°)	(-1.45085080244298e+02dB,-8.56733129645017e+01°)
6.60693448007610e+06	(-1.51097236591696e+02dB,-4.53713293863346e+01°)	(-1.46633639002619e+02dB,-8.92876774027095e+01°)
6.91830970918951e+06	(-1.53449032963656e+02dB,-4.88601793006785e+01°)	(-1.48167169633824e+02dB,-9.30779328182432e+01°)
7.24435960075006e+06	(-1.55795175546365e+02dB,-5.24202580962023e+01°)	(-1.49684908709725e+02dB,-9.70599282817686e+01°)
7.58577575029200e+06	(-1.58135256471087e+02dB,-5.60588438007667e+01°)	(-1.51186151616483e+02dB,-1.01250897989608e+02°)
7.94328234724299e+06	(-1.60468846494119e+02dB,-5.97826457363926e+01°)	(-1.52670284112003e+02dB,-1.05669618848721e+02°)
8.31763771102689e+06	(-1.62795477924538e+02dB,-6.35980705638240e+01°)	(-1.54136823187998e+02dB,-1.10336590285920e+02°)
8.70963589956100e+06	(-1.65114640885057e+02dB,-6.75114417644981e+01°)	(-1.55585472610306e+02dB,-1.15274229435779e+02°)
9.12010839355930e+06	(-1.67425787564767e+02dB,-7.15292010629606e+01°)	(-1.57016198171248e+02dB,-1.20507059020201e+02°)
9.54992586021457e+06	(-1.69728344710973e+02dB,-7.56581157966427e+01°)	(-1.58429328815107e+02dB,-1.26061848557373e+02°)
1.00000000000000e+07	(-1.72021738376190e+02dB,-7.99055006707785e+01°)	(-1.59825688785925e+02dB,-1.31967644158448e+02°)
