Freq.	V(i_sns)	V(v_sns)
1.09647819614320e+05	(-4.34466693387477e+00dB,1.12694201284931e+02°)	(-2.24133775754829e+01dB,-1.46978613588904e+02°)
1.14815362149690e+05	(-4.31646490825348e+00dB,1.08252557091482e+02°)	(-2.29087760313300e+01dB,-1.50656959261522e+02°)
1.20226443461743e+05	(-4.30347449303959e+00dB,1.03572214369727e+02°)	(-2.34309162648640e+01dB,-1.54493985726902e+02°)
1.25892541179419e+05	(-4.30717664624932e+00dB,9.86533468096744e+01°)	(-2.39823009844912e+01dB,-1.58478057416032e+02°)
1.31825673855643e+05	(-4.32843740592588e+00dB,9.34964731583094e+01°)	(-2.45648807127289e+01dB,-1.62595095802730e+02°)
1.38038426460291e+05	(-4.36735105989176e+00dB,8.81004959576460e+01°)	(-2.51798839112745e+01dB,-1.66830069769547e+02°)
1.44543977074595e+05	(-4.42316282407958e+00dB,8.24599417710030e+01°)	(-2.58277147024866e+01dB,-1.71169164431553e+02°)
1.51356124843623e+05	(-4.49432620649980e+00dB,7.65614137908380e+01°)	(-2.65079663297339e+01dB,-1.75602588398856e+02°)
1.58489319246114e+05	(-4.57876140436933e+00dB,7.03793453330567e+01°)	(-2.72196057876478e+01dB,1.79872100511044e+02°)
1.65958690743759e+05	(-4.67439977671209e+00dB,6.38712396402949e+01°)	(-2.79613978119045e+01dB,1.75246364829580e+02°)
1.73780082874940e+05	(-4.78013404263203e+00dB,5.69727685512948e+01°)	(-2.87326621412089e+01dB,1.70497136049030e+02°)
1.81970085861001e+05	(-4.89734866917786e+00dB,4.95935588702941e+01°)	(-2.95344999609018e+01dB,1.65584135283708e+02°)
1.90546071796328e+05	(-5.03226187659728e+00dB,4.16155681412958e+01°)	(-3.03716651831663e+01dB,1.60449824240621e+02°)
1.99526231496891e+05	(-5.19928317712213e+00dB,3.28981500569452e+01°)	(-3.12552090912755e+01dB,1.55025719292878e+02°)
2.08929613085407e+05	(-5.42523295420366e+00dB,2.32974840071840e+01°)	(-3.22056565148965e+01dB,1.49251948488277e+02°)
2.18776162394959e+05	(-5.75310833360503e+00dB,1.27112520746993e+01°)	(-3.32553295023944e+01dB,1.43119403767597e+02°)
2.29086765276781e+05	(-6.24176930707114e+00dB,1.15475099506216e+00°)	(-3.44462373851277e+01dB,1.36738075186763e+02°)
2.39883291901953e+05	(-6.95591820188003e+00dB,-1.11518713690107e+01°)	(-3.58182625225643e+01dB,1.30407630252952e+02°)
2.51188643150962e+05	(-7.94425735849153e+00dB,-2.37517372572163e+01°)	(-3.73864911976568e+01dB,1.24620575578643e+02°)
2.63026799189542e+05	(-9.21612263077246e+00dB,-3.60468969302962e+01°)	(-3.91197148676752e+01dB,1.19927515482536e+02°)
2.75422870333821e+05	(-1.07354949261525e+01dB,-4.74932885037236e+01°)	(-4.09408247113846e+01dB,1.16706193763659e+02°)
2.88403150312665e+05	(-1.24380525848322e+01dB,-5.77570039097188e+01°)	(-4.27545680538158e+01dB,1.14998994316568e+02°)
3.01995172040207e+05	(-1.42559131249176e+01dB,-6.67389782918764e+01°)	(-4.44829685569627e+01dB,1.14534573161341e+02°)
3.16227766016843e+05	(-1.61336927261747e+01dB,-7.45042117557898e+01°)	(-4.60853236812534e+01dB,1.14886745920609e+02°)
3.31131121482597e+05	(-1.80328454853793e+01dB,-8.11956034490043e+01°)	(-4.75568496125455e+01dB,1.15643530851959e+02°)
3.46736850452537e+05	(-1.99293251305941e+01dB,-8.69744799191000e+01°)	(-4.89151345317362e+01dB,1.16502110540414e+02°)
3.63078054770107e+05	(-2.18094311945741e+01dB,-9.19907995798545e+01°)	(-5.01859281152953e+01dB,1.17284234816378e+02°)
3.80189396320568e+05	(-2.36661351194466e+01dB,-9.63725095978730e+01°)	(-5.13940581313385e+01dB,1.17908488419469e+02°)
3.98107170553504e+05	(-2.54964483899061e+01dB,-1.00224402830874e+02°)	(-5.25596212770041e+01dB,1.18353792183231e+02°)
4.16869383470342e+05	(-2.72997117359543e+01dB,-1.03630736351578e+02°)	(-5.36974039866718e+01dB,1.18630549638410e+02°)
4.36515832240173e+05	(-2.90765386449837e+01dB,-1.06658835403691e+02°)	(-5.48176742136705e+01dB,1.18762440655968e+02°)
4.57088189614883e+05	(-3.08281825830452e+01dB,-1.09362540805267e+02°)	(-5.59272913130638e+01dB,1.18776498949325e+02°)
4.78630092322647e+05	(-3.25561665639304e+01dB,-1.11785128907093e+02°)	(-5.70306988466865e+01dB,1.18698368809082e+02°)
5.01187233627281e+05	(-3.42620715392351e+01dB,-1.13961655769346e+02°)	(-5.81306856886775e+01dB,1.18550415924264e+02°)
5.24807460249782e+05	(-3.59474197671241e+01dB,-1.15920792879002e+02°)	(-5.92289286215412e+01dB,1.18351266118875e+02°)
5.49540873857634e+05	(-3.76136145515008e+01dB,-1.17686249626707e+02°)	(-6.03263650098194e+01dB,1.18115986477728e+02°)
5.75439937337167e+05	(-3.92619131770158e+01dB,-1.19277872542406e+02°)	(-6.14234440162085e+01dB,1.17856507887744e+02°)
6.02559586074368e+05	(-4.08934191845946e+01dB,-1.20712496135965e+02°)	(-6.25202945925478e+01dB,1.17582098335690e+02°)
6.30957344480204e+05	(-4.25090857056410e+01dB,-1.22004604266584e+02°)	(-6.36168376855257e+01dB,1.17299804850458e+02°)
6.60693448007608e+05	(-4.41097249286745e+01dB,-1.23166846912656e+02°)	(-6.47128614557819e+01dB,1.17014835166891e+02°)
6.91830970918949e+05	(-4.56960207708585e+01dB,-1.24210446241247e+02°)	(-6.58080720941271e+01dB,1.16730874718986e+02°)
7.24435960075003e+05	(-4.72685430357756e+01dB,-1.25145517396878e+02°)	(-6.69021285564517e+01dB,1.16450344738716e+02°)
7.58577575029197e+05	(-4.88277620611552e+01dB,-1.25981322944675e+02°)	(-6.79946666905379e+01dB,1.16174610736392e+02°)
7.94328234724296e+05	(-5.03740632962097e+01dB,-1.26726475097039e+02°)	(-6.90853163411270e+01dB,1.15904150876832e+02°)
8.31763771102686e+05	(-5.19077614949361e+01dB,-1.27389096390446e+02°)	(-7.01737137821803e+01dB,1.15638692863621e+02°)
8.70963589956096e+05	(-5.34291143619604e+01dB,-1.27976946687757e+02°)	(-7.12595110027325e+01dB,1.15377326644675e+02°)
9.12010839355926e+05	(-5.49383355606853e+01dB,-1.28497522507040e+02°)	(-7.23423828298674e+01dB,1.15118598874349e+02°)
9.54992586021453e+05	(-5.64356070295508e+01dB,-1.28958133196343e+02°)	(-7.34220325087249e+01dB,1.14860593870068e+02°)
1.00000000000002e+06	(-5.79210905654373e+01dB,-1.29365957354099e+02°)	(-7.44981961148435e+01dB,1.14601004763757e+02°)
1.04712854805092e+06	(-5.93949386237037e+01dB,-1.29728082242385e+02°)	(-7.55706460104866e+01dB,1.14337197640008e+02°)
1.09647819614321e+06	(-6.08573042793827e+01dB,-1.30051528262114e+02°)	(-7.66391934449178e+01dB,1.14066270732851e+02°)
1.14815362149690e+06	(-6.23083502761048e+01dB,-1.30343260323746e+02°)	(-7.77036903278873e+01dB,1.13785110072865e+02°)
1.20226443461744e+06	(-6.37482570785585e+01dB,-1.30610187645816e+02°)	(-7.87640301608770e+01dB,1.13490442475819e+02°)
1.25892541179419e+06	(-6.51772298340614e+01dB,-1.30859153435711e+02°)	(-7.98201480874317e+01dB,1.13178886273434e+02°)
1.31825673855643e+06	(-6.65955041456372e+01dB,-1.31096915884372e+02°)	(-8.08720200187100e+01dB,1.12846999782168e+02°)
1.38038426460291e+06	(-6.80033505597149e+01dB,-1.31330121870576e+02°)	(-8.19196607955874e+01dB,1.12491327232203e+02°)
1.44543977074595e+06	(-6.94010776815364e+01dB,-1.31565274916364e+02°)	(-8.29631213673154e+01dB,1.12108441534076e+02°)
1.51356124843624e+06	(-7.07890338457729e+01dB,-1.31808698927074e+02°)	(-8.40024849910278e+01dB,1.11694983155202e+02°)
1.58489319246114e+06	(-7.21676072945609e+01dB,-1.32066499384052e+02°)	(-8.50378624884381e+01dB,1.11247694182684e+02°)
1.65958690743759e+06	(-7.35372248422487e+01dB,-1.32344523693595e+02°)	(-8.60693866291922e+01dB,1.10763446631155e+02°)
1.73780082874941e+06	(-7.48983490415949e+01dB,-1.32648322447199e+02°)	(-8.70972057474091e+01dB,1.10239264063778e+02°)
1.81970085861002e+06	(-7.62514739056573e+01dB,-1.32983113338954e+02°)	(-8.81214767301065e+01dB,1.09672335639948e+02°)
1.90546071796328e+06	(-7.75971192803231e+01dB,-1.33353749475753e+02°)	(-8.91423575509637e+01dB,1.09060021877695e+02°)
1.99526231496892e+06	(-7.89358240069332e+01dB,-1.33764693672756e+02°)	(-9.01599995448247e+01dB,1.08399851571851e+02°)
2.08929613085408e+06	(-8.02681380572472e+01dB,-1.34220000218468e+02°)	(-9.11745396422255e+01dB,1.07689509553435e+02°)
2.18776162394960e+06	(-8.15946138634597e+01dB,-1.34723305388632e+02°)	(-9.21860927936341e+01dB,1.06926815205898e+02°)
2.29086765276782e+06	(-8.29157971028549e+01dB,-1.35277827682370e+02°)	(-9.31947448180225e+01dB,1.06109691963527e+02°)
2.39883291901954e+06	(-8.42322172263650e+01dB,-1.35886378472657e+02°)	(-9.42005459056641e+01dB,1.05236128258247e+02°)
2.51188643150963e+06	(-8.55443780413444e+01dB,-1.36551383382903e+02°)	(-9.52035049933939e+01dB,1.04304130680550e+02°)
2.63026799189543e+06	(-8.68527486696424e+01dB,-1.37274914299795e+02°)	(-9.62035852084616e+01dB,1.03311670355185e+02°)
2.75422870333822e+06	(-8.81577552007275e+01dB,-1.38058731499382e+02°)	(-9.72007005496541e+01dB,1.02256623778785e+02°)
2.88403150312666e+06	(-8.94597733443803e+01dB,-1.38904334934541e+02°)	(-9.81947139381018e+01dB,1.01136709534694e+02°)
3.01995172040208e+06	(-9.07591223575204e+01dB,-1.39813023332533e+02°)	(-9.91854367308272e+01dB,9.99494224642551e+01°)
3.16227766016844e+06	(-9.20560604780889e+01dB,-1.40785959326375e+02°)	(-1.00172629742366e+02dB,9.86919669434499e+01°)
3.31131121482598e+06	(-9.33507820397863e+01dB,-1.41824238571942e+02°)	(-1.01156005773166e+02dB,9.73611909564452e+01°)
3.46736850452539e+06	(-9.46434163749179e+01dB,-1.42928960525905e+02°)	(-1.02135233591615e+02dB,9.59535225964559e+01°)
3.63078054770109e+06	(-9.59340285336298e+01dB,-1.44101298437407e+02°)	(-1.03109943266951e+02dB,9.44649105150486e+01°)
3.80189396320569e+06	(-9.72226217640810e+01dB,-1.45342566087098e+02°)	(-1.04079732702695e+02dB,9.28907696395736e+01°)
3.98107170553505e+06	(-9.85091416138684e+01dB,-1.46654278927427e+02°)	(-1.05044175178039e+02dB,9.12259331686975e+01°)
4.16869383470344e+06	(-9.97934814299800e+01dB,-1.48038207531540e+02°)	(-1.06002827671191e+02dB,8.94646115025370e+01°)
4.36515832240175e+06	(-1.01075488962274e+02dB,-1.49496421662140e+02°)	(-1.06955239717675e+02dB,8.76003582754155e+01°)
4.57088189614884e+06	(-1.02354973714048e+02dB,-1.51031323795861e+02°)	(-1.07900962551564e+02dB,8.56260431413768e+01°)
4.78630092322648e+06	(-1.03631714643542e+02dB,-1.52645671574779e+02°)	(-1.08839558293834e+02dB,8.35338303413727e+01°)
5.01187233627283e+06	(-1.04905467799136e+02dB,-1.54342589381340e+02°)	(-1.09770608991907e+02dB,8.13151614574692e+01°)
5.24807460249784e+06	(-1.06175973476835e+02dB,-1.56125570017651e+02°)	(-1.10693725383262e+02dB,7.89607400981632e+01°)
5.49540873857636e+06	(-1.07442962520867e+02dB,-1.57998468263387e+02°)	(-1.11608555355873e+02dB,7.64605156200755e+01°)
5.75439937337169e+06	(-1.08706161445721e+02dB,-1.59965488897639e+02°)	(-1.12514792214113e+02dB,7.38036624312202e+01°)
6.02559586074371e+06	(-1.09965296143702e+02dB,-1.62031172559125e+02°)	(-1.13412183032713e+02dB,7.09785509145942e+01°)
6.30957344480207e+06	(-1.11220094054653e+02dB,-1.64200383563639e+02°)	(-1.14300537601183e+02dB,6.79727057042050e+01°)
6.60693448007610e+06	(-1.12470284819395e+02dB,-1.66478304522694e+02°)	(-1.15179738731359e+02dB,6.47727468890695e+01°)
6.91830970918951e+06	(-1.13715599617935e+02dB,-1.68870443311124e+02°)	(-1.16049755035359e+02dB,6.13643099284400e+01°)
7.24435960075006e+06	(-1.14955769629200e+02dB,-1.71382658557038e+02°)	(-1.16910657692287e+02dB,5.77319406852858e+01°)
7.58577575029200e+06	(-1.16190524352858e+02dB,-1.74021210396770e+02°)	(-1.17762643227573e+02dB,5.38589633552681e+01°)
7.94328234724299e+06	(-1.17419590948006e+02dB,-1.76792843530673e+02°)	(-1.18606064946074e+02dB,4.97273215390563e+01°)
8.31763771102689e+06	(-1.18642696301574e+02dB,-1.79704909403749e+02°)	(-1.19441476394824e+02dB,4.53173969565656e+01°)
8.70963589956100e+06	(-1.19859574289828e+02dB,1.77234467003493e+02°)	(-1.20269691059862e+02dB,4.06078172845404e+01°)
9.12010839355930e+06	(-1.21069981670375e+02dB,1.74016173688452e+02°)	(-1.21091863341984e+02dB,3.55752757283533e+01°)
9.54992586021457e+06	(-1.22273727213930e+02dB,1.70629856443980e+02°)	(-1.21909596488061e+02dB,3.01944020942054e+01°)
1.00000000000000e+07	(-1.23470719907907e+02dB,1.67063640018858e+02°)	(-1.22725083141059e+02dB,2.44377504860811e+01°)
